,Title,Year,Rated,Released,Runtime,Genre,Director,Writer,Actors,Plot,Language,Country,Awards,Metascore,IMDBRating,IMDBVotes,IMDBID,Box Office Revenue,Type
334,Myth & Mogul: John DeLorean,2021–,TV-14,30 Jul 2021,,"Documentary, Biography, Crime",,,,"In the automotive world, John DeLorean rose from engineer to executive to icon. But under the hood of his self-created legend lies darkness and deceit.",English,United States,,,6.8,"1,108",tt14968268,,series
335,Outer Banks,2020–,TV-MA,15 Apr 2020,50.0,"Action, Crime, Drama",,"Shannon Burke, Jonas Pate, Josh Pate","Chase Stokes, Madelyn Cline, Madison Bailey",A group of teenagers from the wrong side of the tracks stumble upon a treasure map that unearths a long-buried secret.,English,United States,3 wins & 8 nominations,,7.6,"48,927",tt10293938,,series
336,The Last Mercenary,2021,TV-MA,30 Jul 2021,110.0,"Action, Adventure, Comedy",David Charhon,"David Charhon, Ismaël Sy Savané","Jean-Claude Van Damme, Alban Ivanov, Samir Decazza","A mysterious former secret service agent must urgently return to France when his estranged son is falsely accused of arms and drug trafficking by the government, following a blunder by an overzealous bureaucrat and a mafia operation.","French, English, Russian",France,,48,5.3,"8,689",tt12808182,,movie
337,Flower Girl,2009,TV-PG,14 Nov 2009,90.0,Romance,Bradford May,"Mark Rappaport, Richard Schenkman, Marjorie Sweeney","Marla Sokoloff, Marion Ross, Kieren Hutchison",Two men catch the attention of a florist (Marla Sokoloff) who wants to find love.,English,United States,,,5.9,"1,012",tt1316414,,movie
338,Resort to Love,2021,PG,29 Jul 2021,101.0,"Comedy, Romance",Steven K. Tsuchida,"Tabi McCartney, Dana Schmalenberg","Christina Milian, Tymberlee Hill, Kayne Lee Harrison","Erica, who ends up as the entertainment at her ex-fiancé's wedding after reluctantly taking a gig at a luxurious island resort while in the wake of a music career meltdown.",English,United States,1 win,46,5.7,"6,035",tt12929990,,movie
339,Bartkowiak,2021,TV-MA,28 Jul 2021,91.0,"Action, Crime, Sport",Daniel Markowicz,"Daniel Bernardi, Monika Slawecka","Józef Pawlowski, Zofia Domalik, Szymon Bobrowski","After his brother dies in a car crash, a disgraced MMA fighter takes over the family nightclub and soon learns his sibling's death wasn't an accident.",Polish,Poland,,,5.1,"1,248",tt14315566,,movie
340,Fantastic Fungi,2019,Not Rated,11 Oct 2019,81.0,Documentary,Louie Schwartzberg,Mark Monroe,"Brie Larson, Andrew Weil, Giuliana Furci","Fantastic Fungi is a descriptive time-lapse journey about the magical, mysterious and medicinal world of fungi and their power to heal, sustain and contribute to the regeneration of life on Earth that began 3.5 billion years ago.",English,United States,1 nomination,70,7.4,"9,130",tt8258074,"$1,788,322",movie
341,Tattoo Redo,2021–,TV-MA,28 Jul 2021,1.0,Reality-TV,,,"Jessimae Peluso, Tommy Montoya, Rose Hardy","Bad tattoos walk in. Great tattoos walk out. Top artists transform tattoo disasters into stunning cover-ups, with designs chosen by clients' loved ones.",English,United States,,,5.9,785,tt14956090,,series
342,The Flash,2014–2023,TV-PG,07 Oct 2014,43.0,"Action, Adventure, Drama",,"Greg Berlanti, Geoff Johns, Andrew Kreisberg","Grant Gustin, Candice Patton, Danielle Panabaker","After being struck by lightning, Barry Allen wakes up from his coma to discover he's been given the power of super speed, becoming the Flash, and fighting crime in Central City.",English,United States,Nominated for 1 Primetime Emmy. 29 wins & 94 nominations total,,7.6,"345,206",tt3107288,,series
343,The Snitch Cartel: Origins,2021–,TV-MA,28 Jul 2021,,"Crime, Drama",,,"Laura Rodriguez, Angelica Blandon, Jairo Camargo","In Cali during the '60s and '70s, two brothers juggle family, romance and the joint pursuit of a burning ambition: to rule Colombia's drug industry.",Spanish,Colombia,,,6.0,198,tt14417802,,series
344,All American,2018–,TV-14,10 Oct 2018,45.0,"Drama, Sport",,April Blair,"Daniel Ezra, Samantha Logan, Michael Evans Behling","When a star high school football player from South Central is recruited to play for Beverly Hills High School, two separate worlds collide.",English,United States,1 win & 7 nominations,,7.6,"11,434",tt7414406,,series
345,Department,2012,Not Rated,18 May 2012,141.0,"Action, Crime, Thriller",Ram Gopal Varma,Nilesh Girkar,"Sanjay Dutt, Rana Daggubati, Lakshmi Manchu",A suspended cop joins hands with inspector Mahadev Bhonsle to free the city from underworld.,Hindi,India,1 win,,3.2,"1,077",tt2186731,,movie
346,Hostage House,2021,TV-14,27 Jul 2021,85.0,Thriller,David Benullo,Daniel West,"Jennifer Taylor, Julia Terranova, Emily Sweet","When an ambitious realtor and her daughter are held hostage during an open house, they must work together to outsmart their captors.",English,United States,,,3.9,897,tt13033790,,movie
347,How to Sell Drugs Online (Fast),2019–,TV-MA,31 May 2019,30.0,"Comedy, Crime, Drama",,"Philipp Kässbohrer, Matthias Murmann","Maximilian Mundt, Danilo Kamperidis, Lena Klenke","To win back the love of his life, a high school student and his best friend launch Europe's largest online drug business from their teenage bedroom.","Dutch, German",Germany,7 wins & 1 nomination,,7.8,"32,726",tt9184994,,series
348,Mighty Express,2020–,TV-Y,22 Sep 2020,,"Animation, Adventure, Comedy",,"Suzanne Bolch, John May, Keith Chapman","Michela Luci, Tyler James Nathan, Tyler Nathan",An ensemble cast of trains and kids in an expansive world with amazing adventures.,English,"United States, Canada",1 nomination,,4.9,122,tt11860336,,series
349,Mimi,2021,TV-14,26 Jul 2021,132.0,"Comedy, Drama","Rajesh Bhatia, Laxman Utekar","Laxman Utekar, Rohan Shankar, Samruoddhi Porey","Kriti Sanon, Evelyn Edwards, Pankaj Tripathi",Mimi is introduced by Bhanu to an American couple as a surrogate in exchange for Rs 2 million. She decides to have the baby even when they change their mind and tells her parent that Bhanu is the father.,Hindi,India,11 wins & 16 nominations,,7.9,"39,535",tt10895576,,movie
351,The Operative,2019,TV-MA,24 Jul 2019,116.0,"Action, Drama, Mystery",Yuval Adler,"Yiftach R. Atir, Yuval Adler","Diane Kruger, Martin Freeman, Cas Anvar",A woman is recruited by the Mossad to work undercover in Tehran.,"English, German, Persian, Hebrew, Kurdish, French","France, Israel, Germany, United States, United Kingdom",1 win,47,5.8,"6,578",tt8000718,,movie
352,The Walking Dead,2010–2022,TV-MA,31 Oct 2010,44.0,"Drama, Horror, Thriller",,Frank Darabont,"Andrew Lincoln, Norman Reedus, Melissa McBride",Sheriff Deputy Rick Grimes wakes up from a coma to learn the world is in ruins and must lead a group of survivors to stay alive.,English,United States,Won 2 Primetime Emmys. 82 wins & 234 nominations total,,8.1,"982,251",tt1520211,,series
353,Wynonna Earp,2016–2021,TV-14,01 Apr 2016,1.0,"Action, Drama, Fantasy",,,"Melanie Scrofano, Tim Rozon, Dominique Provost-Chalkley","Following Wyatt Earp's great great-granddaughter as she battles demons and other creatures. With her unique abilities and a posse of dysfunctional allies, she's the only thing that can bring the paranormal to justice.",English,"Canada, United States",18 wins & 39 nominations,,7.3,"22,999",tt4878326,,series
354,Django Unchained,2012,R,25 Dec 2012,165.0,"Drama, Western",Quentin Tarantino,Quentin Tarantino,"Jamie Foxx, Christoph Waltz, Leonardo DiCaprio","With the help of a German bounty-hunter, a freed slave sets out to rescue his wife from a brutal plantation-owner in Mississippi.","English, German, French, Italian",United States,Won 2 Oscars. 58 wins & 158 nominations total,81,8.4,"1,537,606",tt1853728,"$162,805,434",movie
355,A Second Chance: Rivals!,2019,PG,05 Feb 2020,89.0,"Drama, Family, Sport",Clay Glen,Clay Glen,"Emily Morris, Stella Shute, Carmel Johnson",It's city girls vs country girls in the most competitive gymnastics showdown ever. Get ready to tumble in A SECOND CHANCE: RIVALS!..,English,Australia,,,4.7,433,tt9810420,,movie
356,African America,2021,,23 Jul 2021,96.0,Drama,Muzi Mthembu,"Muzi Mthembu, Phumi Mthembu","Nij Alain, Kyle Baird, Mary-Anne Barlow","Upon discovering her acceptance into Julliard, Nompumelelo, a cynical South African, embezzles funds from her workplace and abandons her fiancé to live out her Broadway dream in New York City only to discover that 2017 U.S.A. is n...",English,South Africa,1 win & 3 nominations,,5.5,69,tt13920016,,movie
357,Bankrolled,2021,TV-MA,23 Jul 2021,97.0,Comedy,Marcos Bucay,Marcos Bucay,"Aldo Escalante Ochoa, Ricardo Polanco, Natalia Téllez",Two directionless millennial bros get high and pitch a bold new social justice app that raises millions. Now they have to come up with the app.,Spanish,Mexico,,,4.1,322,tt14961160,,movie
358,Blood Red Sky,2021,TV-MA,23 Jul 2021,121.0,"Action, Adventure, Drama",Peter Thorwarth,"Peter Thorwarth, Stefan Holtz","Peri Baumeister, Carl Anton Koch, Alexander Scheer",A woman with a mysterious illness is forced into action when a group of terrorists attempt to hijack a transatlantic overnight flight.,"German, English, Arabic","Germany, United States",1 nomination,43,6.1,"48,766",tt6402468,,movie
359,Feels Like Ishq,2021–,TV-MA,23 Jul 2021,,"Comedy, Drama, Romance",,,"Kappil Shah, Rohit Saraf, Tanya Maniktala",Short films follow young adults as they navigate the gamut of emotions that come with finding romantic connection in unexpected places.,Hindi,India,,,6.4,"1,588",tt14163838,,series
361,Masters of the Universe: Revelation,2021,TV-PG,23 Jul 2021,,"Animation, Action, Adventure",,Kevin Smith,"Sarah Michelle Gellar, Lena Headey, Mark Hamill",The war for Eternia begins again in what may be the final battle between He-Man and Skeletor. A new animated series from writer-director Kevin Smith.,English,United States,1 win,,5.4,"26,868",tt10826054,,series
362,Sky Rojo,2021–2022,TV-MA,19 Mar 2021,,"Action, Adventure, Crime",,,"Verónica Sánchez, Miguel Ángel Silvestre, Asier Etxeandia","Coral, Wendy and Gina go on the run in search of freedom while being chased by Romeo, their pimp from Las Novias Club and his henchmen, Moises and Christian.",Spanish,Spain,,,6.5,"8,873",tt8690776,,series
363,The Last Letter from Your Lover,2021,TV-MA,23 Jul 2021,110.0,"Drama, Romance",Augustine Frizzell,"Nick Payne, Esta Spalding, Jojo Moyes","Shailene Woodley, Joe Alwyn, Wendy Nottingham",A pair of interwoven stories set in the past and present follow an ambitious journalist determined to solve the mystery of a forbidden love affair at the center of a trove of secret love letters from 1965.,English,"United Kingdom, France",,57,6.7,"18,198",tt1893273,,movie
364,The Movies That Made Us,2019–,TV-PG,29 Nov 2019,45.0,"Documentary, Family, History",,Brian Volk-Weiss,"Danny Wallace, Donald Ian Black, Jennifer Julian","Unwrap the real stories behind these iconic Christmas blockbusters, thanks to insider interviews and behind-the-scenes peeks.",English,United States,,,7.7,"6,534",tt10681222,,series
365,9to5: The Story of A Movement,2020,,01 Feb 2021,,"Documentary, History","Steven Bognar, Julia Reichert",,"Rosalinda Aguirre, Verna Barksdale, Laurie Brown","A campaign against the abuse of female workers by their male bosses, which starts in early 1970s Cleveland, leads to a popular fiction film with Fonda, Parton and Tomlin.",English,United States,1 win & 1 nomination,,7.7,246,tt11753730,,movie
369,Chhota Bheem aur Hanuman,2012,,,67.0,Animation,Rajiv Chilaka,,"Jigna Bhardwaj, Rupa Bhimani, Vatsal Dubey","Makhichoos, who hates Diwali, and the evil witch release a demon with the intention of teaching Bheem a lesson and building a kingdom. After they kidnap Indumati, Hanuman joins Bheem to help save her.",,,,,6.2,44,tt6417854,,movie
370,Chhota Bheem Aur Krishna,2008,G,24 Aug 2008,69.0,"Animation, Adventure, Fantasy",Rajiv Chilaka,,Sachin Yadav Iamsyrs,"About 500 years ago, the five kingdoms around IIT Dholakpur joined together to end Kirmada`s rule. Now a mysterious force has brought him back from the dead. miss Bheem beat Kirmada &amp; save the kingdom of IIT Dholakpur once again!",None,India,,,6.6,374,tt2827516,,movie
372,Chhota Bheem Dus pe Dus,2014,G,,62.0,Animation,Rajiv Chilaka,,"Jigna Bhardwaj, Rupa Bhimani, Rajesh Kava","In Kerala, Bheem suffers a humiliating defeat- not only is a rare temple stone is stolen under his watch, but the thief easily defeats Bheem and slips away.",,,,,5.3,25,tt6417940,,movie
373,Chhota Bheem Master of Shaolin,2011,,,75.0,Animation,Rajiv Chilaka,,"Jigna Bhardwaj, Rupa Bhimani, Rajesh Kava","Bheem and his friends accompany Ming, a monk, to the Shaolin temple to fight against a dangerous Kaifu who wants to take control of the Shaolin temple.",,,,,6.2,124,tt6442670,,movie
374,Chicago Med,2015–,TV-14,17 Nov 2015,,Drama,,"Michael Brandt, Derek Haas, Matt Olmstead","Nick Gehlfuss, Oliver Platt, Marlyne Barrett","The city's most highly skilled medical team saves lives, while navigating their unique interpersonal relationships.",English,United States,5 wins & 4 nominations,,7.6,"25,735",tt4655480,,series
375,Cousins,1989,PG-13,10 Feb 1989,113.0,"Comedy, Romance",Joel Schumacher,"Jean-Charles Tacchella, Stephen Metcalfe","Ted Danson, Isabella Rossellini, Sean Young",Two couples go to a mutual friend's wedding and end up swapping partners.,English,United States,1 nomination,,6.3,"4,830",tt0097116,"$22,026,369",movie
376,Words Bubble Up Like Soda Pop,2020,TV-PG,22 Jul 2021,87.0,"Animation, Drama, Music",Kyohei Ishiguro,Dai Satô,"Somegorô Ichikawa, Hana Sugisaki, Kimberley Wong","A meeting and romance starts between two people with communication issues - a boy who wears headphones and uses haiku poems, and a girl who wears a mask and only does online videos.",Japanese,Japan,3 nominations,,6.8,"4,002",tt12735338,,movie
377,Sanitation Day,2020,,25 Dec 2020,104.0,Thriller,Seyi Babatope,"Seyi Babatope, Temitope Bolade, Diche Enunwa","Rosemary Abazie, Baaj Adebule, Tunji Aderibigbe",Two cops must contend with the uncooperative tenants of an apartment complex as they try to solve a murder before the crime scene is wiped clean.,Yoruba,Nigeria,,,3.2,19,tt13445916,,movie
378,Sexy Beasts,2021,TV-14,21 Jul 2021,,"Reality-TV, Romance",,,"Rob Delaney, Angella Katherine, Ibukun Omotowa","Hoping to say goodbye to superficial dating, real-life singles sport elaborate makeup and prosthetics to put true blind-date chemistry to the test.",English,United Kingdom,,,4.7,"1,176",tt14916746,,series
379,Too Hot to Handle: Brazil,2021–,TV-MA,21 Jul 2021,2.0,"Game-Show, Reality-TV, Romance",,,"Alana Barrett-Adkins, Alyson Leigh Rosenfeld, Bruna Louise","Sizzling hot young Brazilians meet at a dreamy beach resort. But for a shot at R$500,000 in this fun reality show, they'll have to give up sex.",Portuguese,Brazil,,,5.5,491,tt14902484,,series
380,Trollhunters: Rise of the Titans,2021,TV-Y7,21 Jul 2021,104.0,"Animation, Action, Adventure","Johane Matte, Francisco Ruiz-Velasco, Andrew L. Schmidt","Guillermo del Toro, Marc Guggenheim, Dan Hageman","Steve Alterman, Kay Bess, Brian Blessed",The heroes from the Trollhunters series team-up on an epic adventure to fight the Arcane Order for control over the magic that binds them all.,"English, Mandarin, Portuguese","United States, Mexico",2 nominations,,6.7,"5,036",tt12851396,,movie
381,Milkwater,2020,,21 May 2021,101.0,Drama,Morgan Ingari,Morgan Ingari,"Molly Bernard, Michael Judson Berry, Patrick Breen","Feeling abandoned by friends living more adult lives, Milo rashly decides to become the surrogate for an older gay man she meets at a bar. As the pregnancy progresses, she must contend with the implications of their evolving relat...",English,United States,1 win & 2 nominations,,6.0,194,tt9165740,,movie
